,0
543,131.46910834972905
544,132.91496033020866
545,135.45758747034733
546,138.01040493278092
547,140.18570015080437
548,142.74852809325546
549,144.84212607128384
550,146.79686952913445
551,308.73852520577617
552,147.74027327037942
553,147.44111045250293
554,147.03176574618288
555,147.49236032092315
556,147.43791917719346
557,148.44674406228202
558,149.62869859327446
559,151.1078073333331
560,152.8223244338805
561,154.37582126853624
562,155.68584274342857
563,157.11750864665137
564,159.82561362484967
565,158.06177089424122
566,156.85800882190648
567,156.5982307226912
568,158.17440100595087
569,159.36484438847376
570,160.29286902467928
571,161.21061822804708
572,162.39876436600582
573,163.6156497439498
574,164.76470719991792
575,166.081596725569
576,129.94475891561817
577,130.225309537966
578,191.50654662728084
579,171.7828346916174
580,253.29134357352854
581,185.88118856263344
582,188.4559282806192
583,190.62654907961334
584,213.23062085101716
585,245.36303663748257
586,257.3636583783648
587,179.39372984724167
588,1768.2562933107797
589,687.8972274726
590,657.4785576111549
591,677.7986679838455
592,596.8738642266163
593,1877.7767612702187
594,1708.9013705377424
595,2140.5088096943377
596,2322.008342004304
597,2323.5256898011075
598,2325.026918401197
599,2326.5721054865076
600,607.5219776290061
601,656.4112154767512
602,595.2926261149247
603,664.9286312661791
604,826.5012195057242
605,3007.713356455471
606,3008.7115447429837
607,3009.6016026761804
608,3010.6948986648677
609,3011.912248820385
610,3003.162787647046
611,3004.592108939838
612,129.87362574421468
613,130.04334541771868
614,131.2447917431974
615,131.46895071020194
616,132.91450443373589
617,135.45525914193277
618,138.0058030427359
619,140.17476899674116
620,142.73405782079482
621,144.8261016063024
622,146.78074441168496
623,148.717493280511
624,797.5470930607735
625,287.0858205620574
626,276.5798228431419
627,286.83154134399905
628,255.8184490903034
629,826.6983292827637
630,737.8387143444655
631,949.5159175028627
632,1051.0220484702168
633,1052.5575225923642
634,1054.040473888408
635,1055.5535054705545
636,256.91923216576043
637,275.7084273810313
638,244.49472439729664
639,284.0576913811722
640,345.5991632062668
641,1356.8212854729143
642,1347.8320138737947
643,1348.7414947729524
644,1349.872458467611
645,1351.1123932607306
646,1352.3443409844763
647,1353.7325960703172
648,129.94475891561817
649,130.225309537966
650,191.50654662728084
651,171.7828346916174
652,253.29134357352854
653,185.88118856263344
654,188.4559282806192
655,190.62654907961334
656,213.23062085101716
657,245.36303663748257
658,257.3636583783648
659,179.39372984724167
660,1768.3400998120526
661,698.1490451457418
662,687.8337231661986
663,748.3603709230742
664,768.3690137136733
665,2959.3807782429008
666,2960.4899580791516
667,2961.78872127946
668,2953.2782593914253
669,2954.7335282983977
670,2956.0860251147924
671,2957.5801902799194
672,10168.724706533361
673,687.1861477091047
674,616.1659846195307
675,736.0614570314966
676,957.7214856224471
677,3168.9522610409767
678,3169.853846642128
679,3170.6831252864763
680,3171.7169563891334
681,3172.8827162340594
682,3174.1004986031153
683,3175.5176113436096
684,129.87362574421468
685,130.04334541771868
686,131.2447917431974
687,131.46895071020194
688,132.91450443373589
689,135.45525914193277
690,138.0058030427359
691,140.17476899674116
692,142.73405782079482
693,144.8261016063024
694,146.78074441168496
695,148.717493280511
696,807.6327201875712
697,297.34215871515994
698,286.9369807249791
699,317.3932294813945
700,327.32605284009406
701,1328.3091121735538
702,1329.4305005621013
703,1330.7539783838572
704,1332.262270418907
705,1333.7315833055345
706,1335.0738224512922
707,1336.5320458042374
708,4168.216435252813
709,296.5681800402551
710,265.46716637556426
711,315.30471033182
712,406.9492325219626
713,1428.168651973807
714,1429.1026979958933
715,1429.9540787380715
716,1421.0117615152817
717,1422.2015003305285
718,1423.4095046083535
719,1424.7993997373496
720,129.89842029556368
721,130.18238903131987
722,181.38810309545164
723,161.65740987500294
724,242.99142364186685
725,175.42081231493773
726,177.96358821350339
727,180.10806009338035
728,202.36261764978283
729,234.2814030134348
730,246.0617172243974
731,177.80316330068902
732,169.53348495763672
733,168.58521437352647
734,167.53275664355306
735,167.80048036700822
736,165.73231489935407
737,167.17968554795402
738,169.82859207312552
739,172.95355812871134
740,176.23112812764248
741,179.23842256701772
742,181.52617619548184
743,183.90307830694084
744,187.78027058224248
745,185.28973183439365
746,182.67632010603126
747,181.3041190888388
748,182.9998230589673
749,184.93619892158833
750,187.03943289324593
751,189.1437977249853
752,191.59189073499854
753,193.97158151189493
754,196.01404507580463
755,198.36141456900117
756,129.82824702306473
757,130.00431409283306
758,131.13213720846244
759,131.35027034903618
760,132.6273932687209
761,135.01634037221632
762,137.53197858918494
763,139.65518763519356
764,141.86675918683656
765,143.7396040997561
766,145.4502786443186
767,147.1158993679772
768,168.25998848716725
769,167.0622892458471
770,165.79623217691076
771,165.8747559037966
772,163.63253863600946
773,164.88427049045387
774,167.2704148667701
775,170.17158015972277
776,173.27322740676271
777,176.07097820956255
