Crop,Agent,khy1_ratio,khy2_ratio,rby1_ratio,rby2_ratio
Wheat1,52401,0,0,0.573258569,0
Wheat1,52420,0,0,0.609149353,0
Wheat1,52448,0,0,0.791089851,0
Wheat1,52500,0,0,0.765976027,0
Wheat1,52520,0,0,0.7062577,0
Wheat1,52531,0,0,0.927712897,0
Wheat1,52545,0,0,0.883174485,0
Wheat1,52600,0,0,0.573976148,0
Wheat1,52615,0,0,0.285859394,0
Wheat1,52617,0,0,0.410097918,0
Wheat1,52632,0,0,0.332199591,0
Wheat1,52635,0,0,0.429428556,0
Wheat1,52649,0,0,0.147693031,0
Wheat1,52700,0,0,0.510690423,0
Wheat1,52709,0,0,0.433829216,0
Wheat1,52714,0,0,0.280187949,0
Wheat1,52724,0,0,0.703141968,0
Wheat1,52727,0,0,0.510029129,0
Wheat1,52800,0,0,0.88133072,0
Wheat1,52815,0,0,0.952096782,0
Wheat1,62900,0,0,0.551672514,0
Wheat1,62907,0,0,0.160925108,0
Wheat1,62930,0,0,0.413572304,0
Wheat1,62944,0,0,0.50130448,0
Wheat1,63000,0,0,0.365228635,0
Wheat1,63023,0,0,0.383124495,0
Wheat1,63038,0,0,0.419421143,0
Wheat1,63044,0,0,0.530249828,0
Wheat1,63100,0,0,0.699372011,0
Wheat1,63123,0,0,0.51479116,0
Wheat1,63144,0,0,0.638419537,0
Wheat1,63200,0,0,0.949270022,0
Wheat1,63244,0,0,0.812036399,0
Wheat1,63349,0,0,0.518080442,0
Wheat1,73300,0,0,0.556366019,0
Wheat1,73312,0,0,0.459895223,0
Wheat1,73333,0,0,0.34588585,0
Wheat1,73400,0,0,0.417055281,0
Wheat1,73443,0,0,0.47916778,0
Wheat1,73444,0,0,-0.103511236,0
Wheat1,73447,0,0,0.322915189,0
Wheat1,73500,0,0,0.442593455,0
Wheat1,73512,0,0,0.29338453,0
Wheat1,73533,0,0,0.227463482,0
Wheat1,73549,0,0,0.32192688,0
Wheat1,83600,0,0,0.204927246,0
Wheat1,83700,0,0,0.245458958,0
Wheat1,83703,0,0,0.170153358,0
Wheat1,83706,0,0,0.203397458,0
Wheat1,83716,0,0,0.158612233,0
Wheat1,83734,0,0,0.139335593,0
Wheat1,83800,0,0,0.232868436,0
Wheat1,83811,0,0,0.271070854,0
Wheat1,83826,0,0,0.197477768,0
Wheat1,83828,0,0,0.212767442,0
Wheat1,83841,0,0,0.239243613,0
Wheat1,83900,0,0,0.470801789,0
Wheat1,83902,0,0,0.493461433,0
Wheat1,83903,0,0,0.03467895,0
Wheat1,83906,0,0,0.110334156,0
Wheat1,83942,0,0,0.169156604,0
Wheat1,83946,0,0,0.057843086,0
Wheat1,84000,0,0,0.555651129,0
Wheat1,84033,0,0,0.188119319,0
Wheat1,84046,0,0,0.095540306,0
Wheat1,84049,0,0,0.151238022,0
Wheat1,84100,0,0,0.292927379,0
Wheat1,84123,0,0,0.268295706,0
Wheat1,84133,0,0,0.251774625,0
Wheat1,84146,0,0,0.420962619,0
Wheat1,84200,0,0,0.221750899,0
Wheat1,84202,0,0,0.279875918,0
Wheat1,84205,0,0,0.154062382,0
Wheat1,84206,0,0,0.146616163,0
Wheat1,84216,0,0,0.123036505,0
Wheat1,84239,0,0,0.039042656,0
Wheat1,84246,0,0,0.152049395,0
Wheat1,84300,0,0,0.441250246,0
Wheat1,84302,0,0,0.167172106,0
Wheat1,84346,0,0,0.150024769,0
Wheat1,84349,0,0,0.2548431,0
Wheat1,84400,0,0,0.385372849,0
Wheat1,84407,0,0,0.353976192,0
Wheat1,84423,0,0,0.388610297,0
Wheat1,84430,0,0,0.27811411,0
Wheat1,84433,0,0,0.192666091,0
Wheat1,84437,0,0,0.371919103,0
Wheat1,84444,0,0,0.431394036,0
Wheat1,84449,0,0,0.385182499,0
Wheat1,84500,0,0,0.371147896,0
Wheat1,84505,0,0,0.134244816,0
Wheat1,84513,0,0,0.177391613,0
Wheat1,84516,0,0,0.168626681,0
Wheat1,84539,0,0,0.058277605,0
Wheat1,84600,0,0,0.268364893,0
Wheat1,84605,0,0,0.180503573,0
Wheat1,84613,0,0,0.224066012,0
Wheat1,84646,0,0,0.23734556,0
Wheat2,10100,0,0,0,0.404944426
Wheat2,10200,0,0,0,0.423428176
Wheat2,10214,0,0,0,0.110182308
Wheat2,10226,0,0,0,0.212802764
Wheat2,10240,0,0,0,0.35543023
Wheat2,10300,0,0,0,0.373380187
Wheat2,10400,0,0,0,0.633354236
Wheat2,10410,0,0,0,0.653412011
Wheat2,10426,0,0,0,0.428761876
Wheat2,10500,0,0,0,0.880913517
Wheat2,10600,0,0,0,0.299267837
Wheat2,10609,0,0,0,0.712409801
Wheat2,10614,0,0,0,0.178887746
Wheat2,10626,0,0,0,0.230647981
Wheat2,10650,0,0,0,0.157356798
Wheat2,20700,0,0,0,0.474219278
Wheat2,20718,0,0,0,0.625063319
Wheat2,20729,0,0,0,0.546292587
Wheat2,20740,0,0,0,0.336842312
Wheat2,20800,0,0,0,0.690983246
Wheat2,30900,0,0,0,0.338506159
Wheat2,30923,0,0,0,0.334995881
Wheat2,31000,0,0,0,0.187239592
Wheat2,31023,0,0,0,-0.084896366
Wheat2,31046,0,0,0,-0.097991112
Wheat2,41100,0,0,0,0.38910974
Wheat2,41200,0,0,0,0.305834931
Wheat2,41300,0,0,0,0.402264648
Wheat2,41400,0,0,0,0.411004047
Wheat2,41408,0,0,0,0.343807604
Wheat2,41422,0,0,0,0.304440613
Wheat2,41436,0,0,0,0.395343955
Wheat2,41441,0,0,0,0.311421017
Wheat2,41500,0,0,0,0.239676334
Wheat2,41539,0,0,0,0.225578886
Wheat2,41626,0,0,0,0.446359703
Wheat2,51600,0,0,0,0.583603511
Wheat2,51610,0,0,0,0.527767937
Wheat2,51624,0,0,0,0.511576422
Wheat2,51625,0,0,0,0.427829192
Wheat2,51627,0,0,0,0.460470476
Wheat2,51700,0,0,0,0.687916852
Wheat2,51719,0,0,0,0.463821142
Wheat2,51724,0,0,0,0.482350739
Wheat2,51727,0,0,0,0.513768264
Wheat2,51800,0,0,0,0.224713641
Wheat2,51817,0,0,0,0.180540161
Wheat2,51821,0,0,0,0.282645139
Wheat2,51832,0,0,0,0.198087054
Wheat2,51849,0,0,0,0.142484288
Wheat2,51900,0,0,0,0.739374211
Wheat2,51915,0,0,0,0.414455406
Wheat2,51933,0,0,0,0.728406985
Wheat2,52000,0,0,0,0.290457614
Wheat2,52004,0,0,0,0.012687941
Wheat2,52017,0,0,0,0.178634889
Wheat2,52021,0,0,0,0.155715238
Wheat2,52035,0,0,0,0.111420556
Wheat2,52100,0,0,0,0.305643753
Wheat2,52101,0,0,0,0.202079498
Wheat2,52104,0,0,0,0.083681192
Wheat2,52121,0,0,0,0.143669835
Wheat2,52135,0,0,0,0.083547343
Wheat2,52145,0,0,0,0.474041789
Wheat2,52200,0,0,0,0.339076396
Wheat2,52221,0,0,0,0.020204569
Wheat2,52249,0,0,0,0.113880626
Wheat2,52300,0,0,0,0.630354005
Wheat2,52301,0,0,0,0.294101306
Wheat2,52304,0,0,0,0.328105953
Wheat2,52309,0,0,0,0.339852424
Wheat2,52319,0,0,0,0.584016556
Wheat2,52400,0,0,0,0.69901644
Wheat2,52401,0,0,0,0.459200707
Wheat2,52420,0,0,0,0.484977108
Wheat2,52448,0,0,0,0.687159699
Wheat2,52500,0,0,0,0.701157918
Wheat2,52520,0,0,0,0.556039231
Wheat2,52531,0,0,0,0.791958232
Wheat2,52545,0,0,0,0.819492653
Wheat2,52600,0,0,0,0.503044843
Wheat2,52615,0,0,0,0.232003039
Wheat2,52617,0,0,0,0.399996306
Wheat2,52632,0,0,0,0.185295907
Wheat2,52635,0,0,0,0.281144994
Wheat2,52649,0,0,0,0.04405592
Wheat2,52700,0,0,0,0.395856345
Wheat2,52709,0,0,0,0.265632849
Wheat2,52714,0,0,0,0.157630877
Wheat2,52724,0,0,0,0.580161612
Wheat2,52727,0,0,0,0.442435083
Wheat2,52800,0,0,0,0.804959097
Wheat2,52815,0,0,0,0.887578845
Wheat2,62900,0,0,0,0.548326234
Wheat2,62907,0,0,0,0.195769426
Wheat2,62930,0,0,0,0.430313158
Wheat2,62944,0,0,0,0.528239115
Wheat2,63000,0,0,0,0.347828692
Wheat2,63023,0,0,0,0.395982742
Wheat2,63038,0,0,0,0.381750766
Wheat2,63044,0,0,0,0.660950908
Wheat2,63100,0,0,0,0.689449981
Wheat2,63123,0,0,0,0.529582074
Wheat2,63144,0,0,0,0.662922923
Wheat2,63200,0,0,0,0.86933072
Wheat2,63244,0,0,0,0.605283835
Wheat2,63349,0,0,0,0.247779533
Wheat2,73300,0,0,0,0.511589813
Wheat2,73312,0,0,0,0.401853925
Wheat2,73333,0,0,0,0.143898627
Wheat2,73400,0,0,0,0.368100991
Wheat2,73443,0,0,0,0.463784676
Wheat2,73444,0,0,0,-0.102949212
Wheat2,73447,0,0,0,0.279085072
Wheat2,73500,0,0,0,0.420225942
Wheat2,73512,0,0,0,0.230019258
Wheat2,73533,0,0,0,0.115691274
Wheat2,73549,0,0,0,0.168290949
Wheat2,83600,0,0,0,0.08550163
Wheat2,83700,0,0,0,0.149190565
Wheat2,83703,0,0,0,0.199515653
Wheat2,83706,0,0,0,0.303699432
Wheat2,83716,0,0,0,0.152420151
Wheat2,83734,0,0,0,0.073861137
Wheat2,83800,0,0,0,0.088358514
Wheat2,83811,0,0,0,0.131358525
Wheat2,83826,0,0,0,0.093310122
Wheat2,83828,0,0,0,0.187359922
Wheat2,83841,0,0,0,0.182469416
Wheat2,83900,0,0,0,0.348750582
Wheat2,83902,0,0,0,0.525229573
Wheat2,83903,0,0,0,0.028032266
Wheat2,83906,0,0,0,0.072604038
Wheat2,83942,0,0,0,0.200810243
Wheat2,83946,0,0,0,-0.066658418
Wheat2,84000,0,0,0,0.526392905
Wheat2,84033,0,0,0,0.153705124
Wheat2,84046,0,0,0,0.045068882
Wheat2,84049,0,0,0,0.20539059
Wheat2,84100,0,0,0,0.290355487
Wheat2,84123,0,0,0,0.221719334
Wheat2,84133,0,0,0,0.251139609
Wheat2,84146,0,0,0,0.341653951
Wheat2,84200,0,0,0,0.106979828
Wheat2,84202,0,0,0,0.178421742
Wheat2,84205,0,0,0,0.051819205
Wheat2,84206,0,0,0,0.114701071
Wheat2,84216,0,0,0,0.093167429
Wheat2,84239,0,0,0,0.0681308
Wheat2,84246,0,0,0,0.031795392
Wheat2,84300,0,0,0,0.26478588
Wheat2,84302,0,0,0,0.081278516
Wheat2,84346,0,0,0,0.055018082
Wheat2,84349,0,0,0,0.215547865
Wheat2,84400,0,0,0,0.410418418
Wheat2,84407,0,0,0,0.381012499
Wheat2,84423,0,0,0,0.410637884
Wheat2,84430,0,0,0,0.312798578
Wheat2,84433,0,0,0,0.183105365
Wheat2,84437,0,0,0,0.420630276
Wheat2,84444,0,0,0,0.407120628
Wheat2,84449,0,0,0,0.333315034
Wheat2,84500,0,0,0,0.284216361
Wheat2,84505,0,0,0,0.011222584
Wheat2,84513,0,0,0,0.149651299
Wheat2,84516,0,0,0,0.117847532
Wheat2,84539,0,0,0,0.064396791
Wheat2,84600,0,0,0,0.13767929
Wheat2,84605,0,0,0,0.124901231
Wheat2,84613,0,0,0,0.242483934
Wheat2,84646,0,0,0,0.094284721
FruitVegK1,10100,0.625270734,0,0,0
FruitVegK1,10200,0.608481847,0,0,0
FruitVegK1,10214,0.471290194,0,0,0
FruitVegK1,10226,0.646609044,0,0,0
FruitVegK1,10240,0.538360635,0,0,0
FruitVegK1,10300,0.699529817,0,0,0
FruitVegK1,10400,0.867034718,0,0,0
FruitVegK1,10410,0.730355524,0,0,0
FruitVegK1,10426,0.876869154,0,0,0
FruitVegK1,10500,0.929786851,0,0,0
FruitVegK1,10600,0.67872612,0,0,0
FruitVegK1,10609,0.909498226,0,0,0
FruitVegK1,10614,0.556226889,0,0,0
FruitVegK1,10626,0.754642254,0,0,0
FruitVegK1,10650,0.747605046,0,0,0
FruitVegK1,20700,0.740685384,0,0,0
FruitVegK1,20718,0.504696087,0,0,0
FruitVegK1,20729,0.481018763,0,0,0
FruitVegK1,20740,0.635818255,0,0,0
FruitVegK1,20800,0.868974258,0,0,0
FruitVegK1,30900,0.629299133,0,0,0
FruitVegK1,30923,0.719359014,0,0,0
FruitVegK1,31000,0.493713801,0,0,0
FruitVegK1,31023,0.136706222,0,0,0
FruitVegK1,31046,0.427082871,0,0,0
FruitVegK1,41100,0.726791716,0,0,0
FruitVegK1,41200,0.832623716,0,0,0
FruitVegK1,41300,0.723493774,0,0,0
FruitVegK1,41400,0.625186226,0,0,0
FruitVegK1,41403,0.365696211,0,0,0
FruitVegK1,41408,0.79596656,0,0,0
FruitVegK1,41422,0.750914051,0,0,0
FruitVegK1,41436,0.749344011,0,0,0
FruitVegK1,41441,0.275748378,0,0,0
FruitVegK1,41500,0.604655787,0,0,0
FruitVegK1,41516,0.635916506,0,0,0
FruitVegK1,41539,0.335500416,0,0,0
FruitVegK1,41626,0.839879352,0,0,0
FruitVegK1,51600,0.891467866,0,0,0
FruitVegK1,51610,0.792352978,0,0,0
FruitVegK1,51624,0.900526611,0,0,0
FruitVegK1,51625,0.88767463,0,0,0
FruitVegK1,51627,0.856886384,0,0,0
FruitVegK1,51700,0.824012793,0,0,0
FruitVegK1,51719,0.847771956,0,0,0
FruitVegK1,51724,0.902880242,0,0,0
FruitVegK1,51727,0.910483198,0,0,0
FruitVegK1,51800,0.60812465,0,0,0
FruitVegK1,51817,0.57454854,0,0,0
FruitVegK1,51821,0.540870955,0,0,0
FruitVegK1,51832,0.413313763,0,0,0
FruitVegK1,51849,0.409441503,0,0,0
FruitVegK1,51900,0.884385994,0,0,0
FruitVegK1,51915,0.622569811,0,0,0
FruitVegK1,51933,0.916190382,0,0,0
FruitVegK1,52000,0.580700894,0,0,0
FruitVegK1,52004,0.373623159,0,0,0
FruitVegK1,52017,0.620664338,0,0,0
FruitVegK1,52021,0.505289611,0,0,0
FruitVegK1,52035,0.813261409,0,0,0
FruitVegK1,52100,0.702462897,0,0,0
FruitVegK1,52101,0.649490747,0,0,0
FruitVegK1,52104,0.413122492,0,0,0
FruitVegK1,52121,0.591042855,0,0,0
FruitVegK1,52135,0.748035722,0,0,0
FruitVegK1,52145,0.987738657,0,0,0
FruitVegK1,52200,0.698176573,0,0,0
FruitVegK1,52221,0.5543326,0,0,0
FruitVegK1,52249,0.389996999,0,0,0
FruitVegK1,52300,0.873632821,0,0,0
FruitVegK1,52301,0.652542772,0,0,0
FruitVegK1,52304,0.465388261,0,0,0
FruitVegK1,52309,0.632765449,0,0,0
FruitVegK1,52319,0.87791816,0,0,0
FruitVegK1,52400,0.923707851,0,0,0
FruitVegK1,52401,0.92993632,0,0,0
FruitVegK1,52420,0.934215883,0,0,0
FruitVegK1,52448,0.965251604,0,0,0
FruitVegK1,52500,0.930206658,0,0,0
FruitVegK1,52520,0.884625857,0,0,0
FruitVegK1,52531,0.983203399,0,0,0
FruitVegK1,52545,0.981694233,0,0,0
FruitVegK1,52600,0.738815699,0,0,0
FruitVegK1,52615,0.471760068,0,0,0
FruitVegK1,52617,0.46730028,0,0,0
FruitVegK1,52632,0.448323834,0,0,0
FruitVegK1,52635,0.438367926,0,0,0
FruitVegK1,52649,0.569074784,0,0,0
FruitVegK1,52700,0.866245788,0,0,0
FruitVegK1,52709,0.765149099,0,0,0
FruitVegK1,52714,0.629547827,0,0,0
FruitVegK1,52724,0.902857335,0,0,0
FruitVegK1,52727,0.855516426,0,0,0
FruitVegK1,52800,0.926105728,0,0,0
FruitVegK1,52815,0.92166125,0,0,0
FruitVegK1,62900,0.715122396,0,0,0
FruitVegK1,62907,0.680967102,0,0,0
FruitVegK1,62930,0.680779692,0,0,0
FruitVegK1,62944,0.647847206,0,0,0
FruitVegK1,63000,0.56329195,0,0,0
FruitVegK1,63023,0.60064912,0,0,0
FruitVegK1,63038,0.703767519,0,0,0
FruitVegK1,63044,0.483493791,0,0,0
FruitVegK1,63100,0.93932611,0,0,0
FruitVegK1,63123,0.81708237,0,0,0
FruitVegK1,63144,0.899882958,0,0,0
FruitVegK1,63200,0.98173218,0,0,0
FruitVegK1,63244,0.999703591,0,0,0
FruitVegK1,63349,0.455967702,0,0,0
FruitVegK1,73300,0.705678308,0,0,0
FruitVegK1,73312,0.704649341,0,0,0
FruitVegK1,73333,0.534526272,0,0,0
FruitVegK1,73400,0.734195344,0,0,0
FruitVegK1,73443,0.677641628,0,0,0
FruitVegK1,73444,0.506219202,0,0,0
FruitVegK1,73447,0.573888994,0,0,0
FruitVegK1,73500,0.739124844,0,0,0
FruitVegK1,73512,0.663925122,0,0,0
FruitVegK1,73533,0.589890235,0,0,0
FruitVegK1,73549,0.664302642,0,0,0
FruitVegK1,83600,0.597745733,0,0,0
FruitVegK1,83700,0.703983415,0,0,0
FruitVegK1,83703,0.533879884,0,0,0
FruitVegK1,83706,0.425432298,0,0,0
FruitVegK1,83716,0.680817364,0,0,0
FruitVegK1,83734,0.484595473,0,0,0
FruitVegK1,83800,0.636687898,0,0,0
FruitVegK1,83811,0.653848099,0,0,0
FruitVegK1,83826,0.707927975,0,0,0
FruitVegK1,83828,0.607912364,0,0,0
FruitVegK1,83841,0.400365391,0,0,0
FruitVegK1,83900,0.567976214,0,0,0
FruitVegK1,83902,0.389461459,0,0,0
FruitVegK1,83903,0.471024015,0,0,0
FruitVegK1,83906,0.417742398,0,0,0
FruitVegK1,83942,0.414071539,0,0,0
FruitVegK1,83946,0.278218159,0,0,0
FruitVegK1,84000,0.73069462,0,0,0
FruitVegK1,84033,0.555425234,0,0,0
FruitVegK1,84046,0.176509975,0,0,0
FruitVegK1,84049,0.45267447,0,0,0
FruitVegK1,84100,0.426054909,0,0,0
FruitVegK1,84123,0.567044697,0,0,0
FruitVegK1,84133,0.444959227,0,0,0
FruitVegK1,84137,0.455399146,0,0,0
FruitVegK1,84146,0.49668886,0,0,0
FruitVegK1,84200,0.606202554,0,0,0
FruitVegK1,84202,0.703132856,0,0,0
FruitVegK1,84205,0.324220616,0,0,0
FruitVegK1,84206,0.460321627,0,0,0
FruitVegK1,84216,0.823745344,0,0,0
FruitVegK1,84239,0.536722155,0,0,0
FruitVegK1,84246,0.277280128,0,0,0
FruitVegK1,84300,0.675846491,0,0,0
FruitVegK1,84302,0.684916964,0,0,0
FruitVegK1,84346,0.177726498,0,0,0
FruitVegK1,84349,0.338244647,0,0,0
FruitVegK1,84400,0.507326336,0,0,0
FruitVegK1,84407,0.633248287,0,0,0
FruitVegK1,84423,0.559015131,0,0,0
FruitVegK1,84430,0.572510756,0,0,0
FruitVegK1,84433,0.497613155,0,0,0
FruitVegK1,84437,0.450836646,0,0,0
FruitVegK1,84444,0.657227953,0,0,0
FruitVegK1,84449,0.463828209,0,0,0
FruitVegK1,84500,0.666897953,0,0,0
FruitVegK1,84505,0.421593096,0,0,0
FruitVegK1,84513,0.644207631,0,0,0
FruitVegK1,84516,0.640837246,0,0,0
FruitVegK1,84539,0.438457474,0,0,0
FruitVegK1,84600,0.603578684,0,0,0
FruitVegK1,84605,0.353230114,0,0,0
FruitVegK1,84613,0.716245952,0,0,0
FruitVegK1,84646,0.437584074,0,0,0
FruitVegK2,10100,0,0.845819993,0,0
FruitVegK2,10200,0,0.753379225,0,0
FruitVegK2,10214,0,0.817582288,0,0
FruitVegK2,10226,0,0.795400223,0,0
FruitVegK2,10240,0,0.583737406,0,0
FruitVegK2,10300,0,0.793133567,0,0
FruitVegK2,10400,0,0.935503256,0,0
FruitVegK2,10410,0,0.878851746,0,0
FruitVegK2,10426,0,0.949374935,0,0
FruitVegK2,10500,0,0.973320205,0,0
FruitVegK2,10600,0,0.782024581,0,0
FruitVegK2,10609,0,0.944018296,0,0
FruitVegK2,10614,0,0.880080056,0,0
FruitVegK2,10626,0,0.857581549,0,0
FruitVegK2,10650,0,0.823473811,0,0
FruitVegK2,20700,0,0.857741146,0,0
FruitVegK2,20718,0,0.739805208,0,0
FruitVegK2,20729,0,0.630935202,0,0
FruitVegK2,20740,0,0.788418458,0,0
FruitVegK2,20800,0,0.977333046,0,0
FruitVegK2,30900,0,0.877049085,0,0
FruitVegK2,30923,0,0.972296433,0,0
FruitVegK2,31000,0,0.724411366,0,0
FruitVegK2,31023,0,0.782464104,0,0
FruitVegK2,31046,0,0.729469658,0,0
FruitVegK2,41100,0,0.887075346,0,0
FruitVegK2,41200,0,0.917103967,0,0
FruitVegK2,41300,0,0.939478311,0,0
FruitVegK2,41400,0,0.739650228,0,0
FruitVegK2,41403,0,0.390121983,0,0
FruitVegK2,41408,0,0.867341781,0,0
FruitVegK2,41422,0,0.810646272,0,0
FruitVegK2,41436,0,0.839794646,0,0
FruitVegK2,41441,0,0.669565617,0,0
FruitVegK2,41500,0,0.688134056,0,0
FruitVegK2,41516,0,0.546588813,0,0
FruitVegK2,41539,0,0.492717559,0,0
FruitVegK2,41626,0,0.959314625,0,0
FruitVegK2,51600,0,0.995183083,0,0
FruitVegK2,51610,0,0.969972077,0,0
FruitVegK2,51624,0,0.984043415,0,0
FruitVegK2,51625,0,0.998720628,0,0
FruitVegK2,51627,0,0.97577465,0,0
FruitVegK2,51700,0,0.971050291,0,0
FruitVegK2,51719,0,0.997037515,0,0
FruitVegK2,51724,0,0.984567456,0,0
FruitVegK2,51727,0,0.972941991,0,0
FruitVegK2,51800,0,0.785738561,0,0
FruitVegK2,51817,0,0.668691372,0,0
FruitVegK2,51821,0,0.844946032,0,0
FruitVegK2,51832,0,0.830181364,0,0
FruitVegK2,51849,0,0.878100592,0,0
FruitVegK2,51900,0,1,0,0
FruitVegK2,51915,0,1,0,0
FruitVegK2,51933,0,1,0,0
FruitVegK2,52000,0,0.791616533,0,0
FruitVegK2,52004,0,0.871752027,0,0
FruitVegK2,52017,0,0.816536703,0,0
FruitVegK2,52021,0,0.795788325,0,0
FruitVegK2,52035,0,0.955024798,0,0
FruitVegK2,52100,0,0.982764456,0,0
FruitVegK2,52101,0,0.995982897,0,0
FruitVegK2,52104,0,0.882369116,0,0
FruitVegK2,52121,0,0.987826602,0,0
FruitVegK2,52135,0,0.993095619,0,0
FruitVegK2,52145,0,1,0,0
FruitVegK2,52200,0,0.767288961,0,0
FruitVegK2,52221,0,0.813050699,0,0
FruitVegK2,52249,0,0.825983247,0,0
FruitVegK2,52300,0,0.987130696,0,0
FruitVegK2,52301,0,0.980193423,0,0
FruitVegK2,52304,0,0.963475318,0,0
FruitVegK2,52309,0,0.948972833,0,0
FruitVegK2,52319,0,0.972630916,0,0
FruitVegK2,52400,0,1,0,0
FruitVegK2,52401,0,1,0,0
FruitVegK2,52420,0,1,0,0
FruitVegK2,52448,0,1,0,0
FruitVegK2,52500,0,1,0,0
FruitVegK2,52520,0,1,0,0
FruitVegK2,52531,0,1,0,0
FruitVegK2,52545,0,1,0,0
FruitVegK2,52600,0,0.989284517,0,0
FruitVegK2,52615,0,0.95597194,0,0
FruitVegK2,52617,0,0.724486783,0,0
FruitVegK2,52632,0,0.906451693,0,0
FruitVegK2,52635,0,0.963672429,0,0
FruitVegK2,52649,0,1,0,0
FruitVegK2,52700,0,0.935704756,0,0
FruitVegK2,52709,0,0.919018832,0,0
FruitVegK2,52714,0,0.884729585,0,0
FruitVegK2,52724,0,0.961653093,0,0
FruitVegK2,52727,0,0.939077971,0,0
FruitVegK2,52800,0,1,0,0
FruitVegK2,52815,0,1,0,0
FruitVegK2,62900,0,0.955199521,0,0
FruitVegK2,62907,0,0.93773519,0,0
FruitVegK2,62930,0,0.917522199,0,0
FruitVegK2,62944,0,0.953759541,0,0
FruitVegK2,63000,0,0.824166361,0,0
FruitVegK2,63023,0,0.879947918,0,0
FruitVegK2,63038,0,0.852099501,0,0
FruitVegK2,63044,0,0.890316177,0,0
FruitVegK2,63100,0,0.997659458,0,0
FruitVegK2,63123,0,0.946925938,0,0
FruitVegK2,63144,0,1,0,0
FruitVegK2,63200,0,0.999198419,0,0
FruitVegK2,63244,0,1,0,0
FruitVegK2,63349,0,1,0,0
FruitVegK2,73300,0,0.99595638,0,0
FruitVegK2,73312,0,0.998776281,0,0
FruitVegK2,73333,0,0.995324916,0,0
FruitVegK2,73400,0,0.909607064,0,0
FruitVegK2,73443,0,0.917360461,0,0
FruitVegK2,73444,0,0.798880246,0,0
FruitVegK2,73447,0,0.94265201,0,0
FruitVegK2,73500,0,0.947919603,0,0
FruitVegK2,73512,0,0.948150519,0,0
FruitVegK2,73533,0,0.900644563,0,0
FruitVegK2,73549,0,0.873762699,0,0
FruitVegK2,83600,0,0.744723793,0,0
FruitVegK2,83700,0,0.857420178,0,0
FruitVegK2,83703,0,0.743016354,0,0
FruitVegK2,83706,0,0.63640316,0,0
FruitVegK2,83716,0,0.749544079,0,0
FruitVegK2,83734,0,0.834204336,0,0
FruitVegK2,83800,0,0.819166896,0,0
FruitVegK2,83811,0,0.794772204,0,0
FruitVegK2,83826,0,0.815249463,0,0
FruitVegK2,83828,0,0.74101899,0,0
FruitVegK2,83841,0,0.750731845,0,0
FruitVegK2,83900,0,0.773185366,0,0
FruitVegK2,83902,0,0.754745642,0,0
FruitVegK2,83903,0,0.732902989,0,0
FruitVegK2,83906,0,0.699488386,0,0
FruitVegK2,83942,0,0.734302536,0,0
FruitVegK2,83946,0,0.908537091,0,0
FruitVegK2,84000,0,0.91388984,0,0
FruitVegK2,84033,0,0.905414288,0,0
FruitVegK2,84046,0,0.911726735,0,0
FruitVegK2,84049,0,0.953747795,0,0
FruitVegK2,84100,0,0.786652833,0,0
FruitVegK2,84123,0,0.873421116,0,0
FruitVegK2,84133,0,0.816936278,0,0
FruitVegK2,84137,0,0.82444577,0,0
FruitVegK2,84146,0,0.894585099,0,0
FruitVegK2,84200,0,0.763049483,0,0
FruitVegK2,84202,0,0.872061011,0,0
FruitVegK2,84205,0,0.752405427,0,0
FruitVegK2,84206,0,0.644452259,0,0
FruitVegK2,84216,0,0.94954691,0,0
FruitVegK2,84239,0,0.593839317,0,0
FruitVegK2,84246,0,0.812374089,0,0
FruitVegK2,84300,0,0.762414984,0,0
FruitVegK2,84302,0,0.866407519,0,0
FruitVegK2,84346,0,0.867163678,0,0
FruitVegK2,84349,0,0.924687559,0,0
FruitVegK2,84400,0,0.879149082,0,0
FruitVegK2,84407,0,0.911214062,0,0
FruitVegK2,84423,0,0.868899336,0,0
FruitVegK2,84430,0,0.846571059,0,0
FruitVegK2,84433,0,0.929229987,0,0
FruitVegK2,84437,0,0.865906168,0,0
FruitVegK2,84444,0,0.912003263,0,0
FruitVegK2,84449,0,0.896766101,0,0
FruitVegK2,84500,0,0.729374458,0,0
FruitVegK2,84505,0,0.747370604,0,0
FruitVegK2,84513,0,0.791370826,0,0
FruitVegK2,84516,0,0.64232467,0,0
FruitVegK2,84539,0,0.649773735,0,0
FruitVegK2,84600,0,0.771352485,0,0
FruitVegK2,84605,0,0.795250347,0,0
FruitVegK2,84613,0,0.845283297,0,0
FruitVegK2,84646,0,0.818606469,0,0
FruitVegR1,10100,0,0,0.394919433,0
FruitVegR1,10200,0,0,0.396097042,0
FruitVegR1,10214,0,0,0.296685817,0
FruitVegR1,10226,0,0,0.345726296,0
FruitVegR1,10240,0,0,0.233635314,0
FruitVegR1,10300,0,0,0.445201897,0
FruitVegR1,10400,0,0,0.628152397,0
FruitVegR1,10410,0,0,0.633219586,0
FruitVegR1,10426,0,0,0.515313192,0
FruitVegR1,10500,0,0,0.726353981,0
FruitVegR1,10600,0,0,0.42081654,0
FruitVegR1,10609,0,0,0.694964476,0
FruitVegR1,10614,0,0,0.365166483,0
FruitVegR1,10626,0,0,0.367217686,0
FruitVegR1,10650,0,0,0.298236627,0
FruitVegR1,20700,0,0,0.43485148,0
