Crop,Agent,khy1_ratio,khy2_ratio,rby1_ratio,rby2_ratio
SugarAdsali,84302,0.181415888,0.800074639,1,0
SugarAdsali,84346,-0.58963964,0.82433692,1,0
SugarAdsali,84349,-0.454791621,0.987294737,1,0
SugarAdsali,84400,0.464941115,0.997611178,1,0
SugarAdsali,84407,-0.292199668,0.992547098,1,0
SugarAdsali,84430,0.615313186,0.993506458,1,0
SugarAdsali,84433,-0.059630218,0.998625828,1,0
SugarAdsali,84437,-0.364475786,0.969354276,1,0
SugarAdsali,84444,0.373748883,0.99835226,1,0
SugarAdsali,84449,-0.20045102,0.995058622,1,0
SugarAdsali,84500,0.089222626,0.871248775,1,0
SugarAdsali,84505,-0.279856954,0.889703955,1,0
SugarAdsali,84513,0.008593637,0.916734304,1,0
SugarAdsali,84516,-0.119026513,0.897574728,1,0
SugarAdsali,84539,-0.303990546,0.828792035,1,0
SugarAdsali,84600,0.20982988,0.834929675,1,0
SugarAdsali,84605,-0.344645363,0.954336233,1,0
SugarAdsali,84613,-0.088685506,0.955994323,1,0
SugarAdsali,84646,-0.106227225,0.901387466,1,0
SugarPreseasonal,10100,0,1,0.977916049,-7.147326105
SugarPreseasonal,10200,0,1,0.952412152,-6.62899563
SugarPreseasonal,10214,0,1,0.955317339,-5.414080159
SugarPreseasonal,10226,0,1,0.962772183,-6.034732838
SugarPreseasonal,10240,0,1,0.998747613,-14.03864734
SugarPreseasonal,10300,0,1,0.968394452,-5.089701037
SugarPreseasonal,10400,0,1,0.997276377,-3.485083833
SugarPreseasonal,10410,0,1,1,0.034680645
SugarPreseasonal,10426,0,1,0.995056205,-3.469831854
SugarPreseasonal,10500,0,1,1,-2.728298963
SugarPreseasonal,10600,0,1,0.958622513,-5.144294314
SugarPreseasonal,10614,0,1,0.952767435,-4.756084433
SugarPreseasonal,10626,0,1,0.945334536,-3.733209812
SugarPreseasonal,10650,0,1,0.945118256,-2.850524392
SugarPreseasonal,20700,0,1,0.978783908,-5.926505317
SugarPreseasonal,20718,0,1,0.994628917,-4.221324859
SugarPreseasonal,20740,0,1,1,-6.421940418
