,Bhama Askhed,Andra,Pawana,Mulshi,Temghar,Warasgaon,Panshet,Khadakwasla,Ujjani,Veer,Bhatghar
0,129.21872453333333,12.200046848437498,65.21452826666666,139.4704061333333,9.010740809375,27.2338156,19.651353804166668,34.4785426,834.3006976,257.2120821333333,22.75622213333333
1,186.9009775483871,37.18076258064516,99.25404993548386,246.4188098064516,28.43690080645161,95.27456387096774,71.61660387096774,20.37412330645161,1259.1797656774193,260.5856356129032,89.05211129032259
2,211.4630100645161,48.38441032258064,94.56059638709678,283.59904361290324,42.11416064516129,142.51209470967743,108.17796877419354,8.418055717741934,1484.153789935484,257.7423736774194,137.8765091612903
3,213.73842559999997,59.487122799999995,92.06372613333333,319.72250453333334,56.125516,191.62972906666664,146.574736,12.746084533333333,1604.3869952,257.58008639999997,188.22077653333332
4,212.49794167741936,68.69831793548387,86.28479432258065,323.63276903225807,65.75326025806451,223.0841218064516,170.14141883870968,8.759469814516128,1616.4631494193547,259.1552036129032,216.38265858064517
5,211.98595253333332,63.06492946666667,65.31379493333333,284.0214496,64.5115144,217.91557333333333,166.18571466666666,12.818939258333332,1385.5119445333332,257.48811413333334,210.40621333333334
6,212.1740335483871,52.540268258064515,46.49315058064516,238.80597935483868,55.62847496774194,187.59768103225807,143.23564412903224,9.06245006451613,1182.1627623225804,231.07341264516128,180.66550296774193
7,208.67478193548385,37.50945051612903,29.667347483870966,199.7874611612903,45.94420270967742,155.08579819354838,118.74010812903225,5.588366241935484,798.5208691612903,143.75009316129032,149.29384722580645
8,188.6007577142857,25.42745557142857,12.497743232142856,164.301072,35.82641735714286,121.42740685714284,93.51186371428571,5.890335732142857,374.79881028571424,87.63452,116.20043457142856
9,169.47167432258064,14.898656516129032,2.175869822706653,132.53631277419356,25.44431503225806,86.6472224516129,67.37958064516128,5.6735215,144.5701553548387,73.23176748387097,81.91536658064516
10,147.27295946666666,5.578053158333333,0.0,103.11274773333334,14.794459566666665,50.550076266666665,40.09027306666667,4.589363133333333,49.05374873333333,58.5329396,46.737481466666665
11,122.48916258064516,0.4292496290637601,0.024421586945564514,77.8019889032258,4.8772522681451616,16.706601161290322,13.879823983870967,4.3053102338709675,1.622796481896185,32.47001122580645,14.524100758064515
12,101.91974106666666,0.5075940877604167,4.550505768391926,67.96382133333333,0.7919301947916667,3.2592185710937502,2.296021949479167,1.4330299645833333,8.635964137565104,11.388412033333333,1.672138346875
13,93.34400980645161,1.1815195307459676,14.889392370967741,85.3664144516129,4.317283661290322,15.75026508064516,10.980165959677418,1.8639026834677417,28.575270491935484,4.12913304032258,8.45092843548387
14,86.01447974193547,1.0758699701990928,20.102438419354836,103.9357393548387,9.056362661290322,31.77894283870968,22.70436864516129,2.7810709495967743,60.44127193548387,9.15519625,18.269759258064514
15,71.02860973333333,0.4108718697916667,19.308753533333334,110.65228853333332,13.194758066666665,44.97088933333333,32.536138066666666,3.344678779166667,73.15691293333333,10.879101566666666,25.463780733333333
16,72.23059741935484,3.696889424395161,31.25695458064516,135.63201987096775,19.800724548387095,66.18330709677419,48.02339987096774,7.076887612903226,289.004992516129,27.530816967741934,37.763084
17,66.14848493333332,1.9337485749999999,31.448948533333333,125.7715744,20.793735933333334,68.79324933333332,49.994426266666665,6.194308216666666,313.07874879999997,37.636511866666666,37.3561532
18,59.71106929032258,0.16880801260080644,31.856445419354834,108.31339458064515,18.493389419354838,60.70718387096773,44.29811290322581,7.565919338709677,262.3547375483871,33.20727954838709,31.03758858064516
19,46.80621367741936,0.015991828959803427,26.03797535483871,88.40566632258064,15.102662645161288,49.59811832258064,36.5641544516129,2.2386155967741934,179.15753651612903,23.189022387096774,23.169838838709676
20,29.587123034482758,0.005096319969440328,19.221620068965517,70.22222220689656,11.344803862068966,37.60763434482758,28.183487379310343,2.769069306034482,110.98774731034483,20.37657551724138,15.054742620689654
21,14.170885306451613,0.0,12.571540258064516,52.541667870967736,7.372638016129033,24.474252967741936,19.008569580645162,2.6326376048387097,39.53696748387097,16.827985548387094,6.501154120967742
22,1.951472396875,0.0013467919921874999,6.243470066666666,36.458530466666666,3.5868452,11.757711683333333,9.963218016666668,1.5036017479166666,1.0930521710286458,10.501832933333333,0.26731067135416664
23,0.000534624275453629,0.0003467942288306452,0.3678024719002016,22.034525677419353,0.6333754208184519,1.863919131300403,2.309979603578629,0.47807890272177417,0.03866468863407258,1.9754069778225805,0.0
24,1.8978330503702798,1.0315643205322265,6.050893157226562,23.7001518,1.0946690680501303,4.0558946617187495,2.656884677604167,1.6252661103515624,5.0240133669270834,1.3824539009114583,1.6171863281249999
25,3.0563844014301913,1.3931161747416834,15.685802870967741,48.36962683870967,4.727895330645161,16.16664058064516,10.801600774193547,2.1620056491935484,42.44981293548387,3.8437236370967742,5.40575614516129
26,3.00775519203629,1.189839575951361,19.655462548387096,73.64914851612903,9.674879677419355,33.410225741935484,23.71484722580645,4.42941447782258,48.60689439516129,11.330289637096774,15.579802016129031
27,0.4707016587890625,0.16315633743489583,19.94412266666667,88.29090586666666,14.491626033333333,49.28330786666667,35.780177333333334,3.6088851791666667,73.98024706666666,18.432059199999998,24.880658999999998
28,0.027425332882896544,0.023179837181829636,11.031247129032257,80.07453264516128,16.10700806451613,54.33435664516129,39.61161483870967,0.8498508256048386,8.203068435483871,12.406259645161288,24.99187787096774
29,0.005458629556528727,0.007960239422353108,4.0118025416666665,67.06938706666666,15.387617533333332,51.805415733333334,38.097348266666664,1.9689941114583334,0.002430333072916667,6.872546849999999,21.371674733333332
30,0.0015758781999464957,0.007037924145114036,0.8158058074596775,53.65366180645161,12.898551612903226,43.524491999999995,32.46286458064516,1.4712108588709676,0.06411204838709678,6.894401467741935,15.45000493548387
31,0.0014890170165031186,0.0029773066928002138,0.0005342053537676411,41.26165290322581,10.083394322580645,34.45607967741935,26.226518838709676,1.2098088427419356,0.0,7.294003629032257,9.655210532258065
32,0.0006573392159598214,0.006200780901227678,0.017507542410714286,29.823805928571428,7.254320839285715,24.85787092857143,19.63138742857143,1.4408928169642856,0.017769978794642857,6.027451857142857,3.85323615625
33,0.0,0.0,0.0,18.34580458064516,4.361832419354839,14.786140387096774,12.619625129032258,1.2410240927419354,0.0,3.3263076370967744,0.055638946320564514
34,0.0,0.0,0.0,6.660886349999999,1.6125998083333333,5.223178766666666,5.688219466666666,0.5377142802083332,0.0,0.4477019338541666,0.0
35,0.0,0.0,0.0,0.02543286328125,0.05119305963331653,0.07002613029233871,0.645504916078629,0.028618316303868446,0.0,0.0983170383064516,0.0
36,2.0789146666666665,1.4608240291666665,6.843445675,11.841293983333331,1.1115359999999999,3.755033983333333,2.4298197625,4.030813141666666,1.1160996125,1.7388163390625,1.3265055562499999
37,1.7576821558089717,1.4623797515120966,16.390898483870966,35.52289554838709,3.9554426774193545,14.274862677419355,9.763453629032258,2.5007805282258064,1.2194014889112903,2.1596080635080646,4.8454668709677415
38,10.57112381451613,6.39873214516129,33.7152764516129,91.30521264516128,12.823812306451613,43.92085722580645,31.573825548387095,5.001518879032258,61.05547705645161,13.530465709677419,23.70963493548387
39,6.658894433333333,5.61361925,34.8045442,110.39361306666666,18.835890266666667,63.2930316,45.71554493333333,3.1097025916666667,37.69233608333334,10.247994066666665,33.94715853333333
40,3.2699029310735885,4.258567838709677,35.44124103225806,119.3251649032258,23.528667290322577,77.63935870967741,55.97240025806451,3.936772012096774,11.52052660357863,9.459821838709676,40.01050632258064
41,0.0342839083984375,0.7448934121744792,29.352926,104.15222879999999,23.263675199999998,76.30187253333332,55.18502026666666,3.030402495833333,0.0,6.2449729000000005,36.940680799999996
42,0.021847319115423387,0.016812061869959677,24.232244903225805,86.0069729032258,19.98254135483871,65.28744116129032,47.523184903225804,2.2213005725806454,0.024322019153225807,4.725085201612902,29.192954967741937
