,0
977,0.9833301
978,1.0523694
979,1.7539686
980,3.1285799
981,3.9892225
982,4.064172
983,3.8351412
984,4.136952
985,3.3116012
986,4.275751
987,4.7333865
988,4.67683
989,4.6839843
990,4.943333
991,4.883701
992,4.8247666
993,4.9910975
994,4.9665036
995,5.1839023
996,4.8627934
997,4.9090624
998,4.8474555
999,6.372635
1000,12.567249
1001,11.127588
1002,9.195749
1003,8.469481
1004,4.45478
1005,5.056556
1006,4.4089937
1007,2.2466927
1008,3.4763217
1009,2.7945015
1010,2.3070805
1011,1.920866
1012,1.8992963
1013,1.7259339
1014,1.9355205
1015,2.1367307
1016,2.709095
1017,3.1395657
1018,3.6068647
1019,3.545634
1020,3.8373058
1021,3.668412
1022,3.6864173
1023,3.615316
1024,3.8297017
1025,3.9548824
1026,4.726072
1027,4.659203
1028,4.86449
1029,4.968495
1030,4.8313417
1031,4.462843
1032,4.7883615
1033,4.3728704
1034,4.372352
1035,4.0203876
1036,3.2473986
1037,2.7501261
1038,2.2681396
1039,1.9815668
1040,1.786353
1041,1.4364445
1042,1.384947
1043,1.3349985
1044,0.93279135
1045,1.0095325
1046,1.1345171
1047,1.1797011
1048,0.966775
1049,1.5333734
1050,2.0852516
1051,2.6195629
1052,2.4223402
1053,2.3410172
1054,2.500622
1055,2.455307
1056,2.3008304
1057,2.2494009
1058,2.1742826
1059,2.4853616
1060,2.3361762
1061,2.2419364
1062,2.2087955
1063,2.4411113
1064,2.7883785
1065,3.3045156
1066,2.8448746
1067,1.7471094
1068,1.1435896
1069,1.4470747
1070,1.3039007
1071,0.87807566
1072,0.60109127
1073,0.54863155
1074,0.623696
1075,0.42012835
1076,0.29640234
1077,0.46208453
1078,0.091076076
1079,0.19714767
1080,0.8780112
1081,0.46976817
1082,0.6334641
1083,0.8055208
1084,0.9137824
1085,1.2145578
1086,0.86888355
1087,0.8310127
1088,0.9417456
1089,0.96923053
1090,0.52918166
1091,0.4835968
1092,0.7312593
1093,0.40146732
1094,0.3802636
1095,0.15524103
1096,0.32263756
1097,0.31560373
1098,0.123760544
1099,0.30695936
1100,0.41978148
1101,0.17298791
1102,0.06284131
1103,0.017556252
1104,0.18202294
1105,0.62991375
1106,96.52829
1107,69.128876
1108,41.133945
1109,27.16876
1110,19.178104
1111,14.417535
1112,12.260524
1113,14.326989
1114,13.008896
1115,12.670042
1116,25.981167
1117,35.25594
1118,38.40906
1119,32.888275
1120,27.49756
1121,22.817654
1122,17.437683
1123,14.640664
1124,11.82926
1125,13.417513
1126,30.254805
1127,38.009747
1128,30.937702
1129,23.189434
1130,17.866438
1131,13.46755
1132,10.784255
1133,8.462231
1134,8.108367
1135,9.283265
1136,15.958153
1137,20.881498
1138,20.121655
1139,15.720297
1140,12.402399
1141,9.609929
1142,7.9161434
1143,6.1957383
1144,5.5095954
1145,5.2368913
1146,5.769805
1147,5.7176056
1148,5.913346
1149,5.773373
1150,6.0915647
1151,7.650275
1152,43.923023
1153,140.49794
1154,154.1001
1155,83.04041
1156,47.285748
1157,29.617031
1158,20.76261
1159,15.4022875
1160,11.815862
1161,9.834453
1162,10.396005
1163,17.256983
1164,44.250248
1165,54.22667
1166,44.428364
1167,34.437973
1168,488.80502
1169,255.08704
1170,116.12527
1171,62.87556
1172,39.384003
1173,27.407303
1174,20.57609
1175,17.238321
1176,14.855161
1177,13.917259
1178,14.476223
1179,14.956045
1180,21.715256
1181,33.39565
1182,36.122368
1183,29.094658
1184,22.347107
1185,17.868973
1186,17.873297
1187,20.553255
1188,22.520922
1189,19.719593
1190,15.780958
1191,12.319346
1192,10.1431875
1193,8.683957
1194,7.6586914
1195,7.5253124
1196,6.2012944
1197,7.082845
1198,7.040127
1199,7.071741
1200,8.415991
1201,14.169619
1202,19.025251
1203,18.94271
1204,14.185743
1205,11.200796
1206,9.114033
1207,8.154698
1208,7.175013
1209,7.021541
1210,7.2857413
1211,7.2800674
1212,6.8827953
1213,7.074404
1214,7.374623
1215,7.6714406
1216,10.550216
1217,21.832201
1218,26.69601
1219,22.997213
1220,12.42912
1221,10.374012
1222,10.658606
1223,9.62275
1224,10.51782
1225,179.39745
1226,101.16802
1227,64.62784
1228,46.302498
1229,33.784775
1230,23.888033
1231,17.584452
1232,12.836726
1233,10.742025
1234,9.623834
1235,8.809923
1236,8.314109
1237,6.9043336
1238,5.6096396
1239,5.278197
1240,5.791509
1241,5.966727
1242,6.6584625
1243,6.5426607
1244,4.5632443
1245,5.463503
1246,5.5739274
1247,6.192295
1248,6.564441
1249,6.1781397
1250,5.8695917
1251,5.908328
1252,6.580263
1253,7.062016
1254,6.6064167
1255,5.791696
1256,5.9597425
1257,5.590789
1258,6.020436
1259,6.250054
1260,6.316303
1261,6.14419
1262,6.265892
1263,6.3172083
1264,6.6484103
1265,6.3215423
1266,6.5391626
1267,6.824757
1268,7.085844
1269,7.37374
1270,7.4708214
1271,7.2588825
1272,7.2619543
1273,7.0683036
1274,6.788588
1275,6.930228
1276,7.117762
1277,6.695311
1278,6.4076686
1279,5.1657915
1280,3.2406888
1281,4.602132
1282,4.873513
1283,3.6662076
1284,3.8500392
1285,4.2002172
1286,5.0407248
1287,5.8066373
1288,5.999664
1289,5.96973
1290,6.1102304
1291,6.0704756
1292,6.0660844
1293,6.2302313
1294,5.9241843
1295,5.9382
1296,5.9930882
1297,6.066501
1298,6.2379465
1299,5.566164
1300,5.5655947
1301,5.6230707
1302,4.93613
1303,4.7610874
1304,5.593859
1305,5.9584794
1306,6.177307
1307,6.0488
1308,6.1286116
1309,6.576397
1310,6.482307
1311,6.1035433
1312,5.6948833
1313,5.476249
1314,5.2503386
1315,4.4307942
1316,4.5028234
1317,4.2064767
1318,4.1191382
1319,5.172603
1320,5.747765
1321,4.8408136
1322,4.8675013
1323,6.0050507
1324,6.5809855
1325,6.1260314
1326,5.486018
1327,5.756308
1328,4.875402
1329,4.730998
1330,4.3142157
1331,4.283156
1332,4.8932695
1333,5.5524178
1334,5.552885
1335,5.010464
1336,5.4025254
1337,5.4878383
1338,5.492781
1339,5.603701
1340,5.63719
1341,3.1919527
1342,2.787452
1343,2.749314
1344,3.2508993
1345,3.2703905
1346,1.8617706
1347,2.647454
1348,2.7499855
1349,3.9878235
1350,4.6358104
1351,4.2798095
1352,5.000958
1353,3.7783055
1354,4.1271167
1355,4.7253785
1356,4.3514447
1357,3.588159
1358,5.1214113
1359,5.326849
1360,5.436589
1361,5.270369
1362,4.486608
1363,5.438736
1364,4.9028096
1365,5.3964334
1366,5.212496
1367,5.3423743
1368,5.247426
1369,4.768202
1370,4.0380096
1371,2.0056686
1372,2.3170466
1373,2.004334
1374,2.2493753
1375,2.8831003
1376,3.0166821
1377,1.3906877
1378,2.2623558
1379,2.2039683
1380,3.046943
1381,2.9651167
1382,3.327046
1383,3.0453331
1384,3.6615677
1385,2.9382248
1386,2.725804
1387,2.1327865
1388,2.3506336
1389,2.148956
1390,3.6335068
1391,3.9424057
1392,4.1860027
1393,4.264383
1394,3.9925148
1395,3.935746
1396,3.82248
1397,3.6736763
1398,3.673905
1399,3.4421883
1400,1.7864716
1401,0.56737334
1402,0.6442785
1403,0.71475565
1404,1.0238976
1405,2.0067096
1406,2.0500262
1407,1.5361066
1408,1.6163902
1409,1.1891066
1410,1.613625
1411,1.3021944
1412,1.0095162
1413,1.4243778
1414,1.343256
1415,2.7932665
1416,2.7462714
1417,2.9527607
1418,2.5661526
1419,2.8097677
1420,2.6659625
1421,2.0524683
1422,2.7901883
1423,2.962327
1424,2.8242652
1425,2.8808377
1426,2.6574051
1427,2.9069402
1428,2.771712
1429,2.6172335
1430,1.4572855
1431,0.96692526
1432,0.32494968
1433,0.11122563
1434,0.054296914
1435,0.20807143
1436,0.8207948
1437,1.7075894
1438,8.164228
1439,8.24821
1440,7.326682
1441,6.9077425
1442,4.107212
1443,4.544529
1444,5.316291
1445,5.012977
1446,4.763478
1447,4.806825
1448,58.23529
1449,71.33968
1450,52.64608
1451,35.74805
1452,24.431389
1453,16.77214
1454,13.225866
1455,10.134516
1456,7.8117485
1457,6.85472
1458,5.8135195
1459,4.420982
1460,4.4883986
1461,29.767267
1462,58.28925
1463,46.9814
1464,88.25235
1465,280.5859
1466,295.61523
1467,340.2507
1468,374.19083
1469,290.75082
1470,219.98619
1471,154.40448
1472,112.641266
1473,86.31403
1474,68.54292
1475,59.00854
1476,55.604553
1477,56.56197
1478,57.8039
1479,56.59902
1480,53.522312
1481,51.709866
1482,50.53031
1483,49.989967
1484,48.68157
1485,46.033497
1486,42.145245
1487,40.926895
1488,43.553207
1489,46.794388
1490,47.271244
1491,43.36011
1492,48.800163
1493,52.598724
1494,66.524666
1495,781.2005
1496,287.21826
1497,150.36461
1498,94.99077
1499,71.062935
1500,77.97482
1501,160.93504
1502,187.1702
1503,240.27422
1504,697.5848
1505,442.35968
1506,228.36012
1507,139.71974
1508,116.71018
1509,113.69677
1510,112.74014
1511,100.16458
1512,81.92312
1513,68.339355
1514,61.290592
1515,56.748886
1516,53.848103
1517,52.335804
1518,51.984074
1519,49.933754
1520,47.49281
1521,45.68538
1522,40.357674
1523,37.63476
1524,34.56533
1525,31.952211
1526,29.207195
1527,26.444988
1528,24.233593
1529,22.967794
1530,22.63196
1531,24.094816
1532,30.004793
1533,87.656105
1534,171.75328
1535,115.47387
1536,79.04619
1537,57.67838
1538,45.977768
1539,41.498737
1540,40.18479
1541,39.092533
1542,38.03326
1543,40.73884
1544,52.294933
1545,65.04781
1546,75.15169
1547,151.9902
1548,261.53122
1549,185.56503
1550,216.1466
1551,226.69394
1552,155.84088
1553,102.562195
1554,75.99031
1555,69.350235
1556,72.20663
1557,78.204834
1558,64.73392
1559,50.49479
1560,40.9469
1561,35.550423
1562,32.980247
1563,32.09993
1564,31.366737
1565,30.571314
1566,29.571487
1567,28.783663
1568,28.263153
1569,27.839504
1570,27.168955
1571,26.324335
1572,25.419806
1573,28.054213
1574,146.86473
1575,236.40778
1576,135.7883
1577,88.18785
1578,72.19579
1579,243.98831
1580,215.79553
1581,140.46275
1582,127.11496
1583,84.64221
1584,59.12816
1585,45.522057
1586,38.186947
1587,34.01189
1588,31.012272
1589,28.602015
1590,26.831682
1591,27.782644
1592,32.081432
1593,56.76094
1594,100.788055
1595,102.90335
1596,103.48233
1597,79.07434
1598,58.96139
1599,53.35848
1600,51.688396
1601,44.07454
1602,35.94578
1603,30.910011
1604,28.32525
1605,26.870995
1606,25.594114
1607,24.824787
1608,24.148869
1609,24.010756
1610,23.701647
1611,23.20679
1612,22.942741
1613,22.524714
1614,20.398014
1615,20.513258
1616,19.559656
1617,17.361261
1618,16.395487
1619,17.60561
1620,21.38668
1621,42.028328
1622,51.864872
1623,45.225224
1624,36.186047
1625,30.885698
1626,27.738655
1627,26.705826
1628,27.230421
1629,28.209627
1630,29.90755
1631,32.343513
1632,34.338478
1633,35.24058
1634,36.01572
1635,35.591038
1636,36.10369
1637,36.506767
1638,36.180862
1639,36.599277
1640,37.451912
1641,37.343067
1642,37.29441
1643,37.262238
1644,36.15718
1645,34.970493
1646,33.261295
1647,31.32866
1648,29.152496
1649,28.522696
1650,29.085974
1651,30.310663
1652,30.858715
1653,30.547108
1654,28.309654
1655,27.45627
1656,27.906237
1657,29.086748
1658,30.292097
1659,31.19884
1660,31.031216
1661,31.06063
1662,32.80034
1663,29.953163
1664,26.721188
1665,25.994957
1666,26.791965
1667,25.45865
1668,24.346685
1669,25.270834
1670,25.444891
1671,25.389557
1672,26.645233
1673,27.618622
1674,26.35924
1675,23.421078
1676,25.586191
1677,43.36522
1678,39.582508
1679,35.830845
1680,31.563019
1681,30.711332
1682,29.77054
1683,25.657717
1684,25.172798
1685,22.953875
1686,21.920298
1687,23.210737
1688,23.417353
1689,20.489956
1690,20.969725
1691,22.134232
1692,21.934097
1693,20.259954
1694,21.691168
1695,21.137463
1696,18.849123
1697,20.18207
1698,19.52406
1699,19.614296
1700,20.725756
1701,21.27975
1702,21.678421
1703,21.585989
1704,21.695847
1705,21.10406
1706,18.582254
1707,19.136412
1708,16.164257
1709,14.707439
1710,14.673117
1711,17.757113
1712,19.180878
1713,21.202032
1714,21.542963
1715,22.03419
1716,21.099884
1717,20.346214
1718,20.007391
1719,19.486576
1720,18.438354
1721,19.17648
1722,18.178816
1723,19.404827
1724,15.7852545
1725,16.772207
1726,16.701662
1727,18.297674
1728,19.240313
1729,19.263714
1730,17.948542
1731,17.499529
1732,17.098434
1733,18.056793
1734,16.793802
1735,16.60127
1736,14.451203
1737,13.070145
1738,16.180443
1739,15.915007
1740,14.982229
1741,15.224851
1742,15.9355955
1743,15.836758
1744,17.627304
1745,16.777418
1746,15.678861
1747,16.855822
1748,15.451895
1749,15.663783
1750,15.358513
1751,13.733839
1752,15.127174
1753,16.187544
1754,15.597156
1755,15.767276
1756,17.383245
1757,17.213776
1758,15.222231
1759,12.0163765
1760,11.448066
1761,13.97615
1762,15.0247755
1763,15.409479
1764,15.207645
1765,14.4921875
1766,15.996906
1767,15.858294
1768,14.854753
1769,14.772621
1770,14.56481
1771,14.463075
1772,7.978955
1773,12.662878
1774,14.193261
1775,15.016768
1776,14.29432
1777,16.050386
1778,16.328934
1779,16.125572
1780,15.403923
1781,15.23172
1782,14.620157
1783,13.543704
1784,13.937318
1785,14.169207
1786,11.19677
1787,13.356166
1788,12.156868
1789,14.133461
1790,14.926947
1791,14.737549
1792,13.803364
1793,11.111733
1794,9.430435
1795,11.047298
1796,13.767343
1797,14.200289
1798,13.367568
1799,12.443202
1800,11.943624
1801,10.7830925
1802,8.90113
1803,10.822835
1804,9.996574
1805,11.169507
1806,12.013474
1807,12.846813
1808,12.985607
1809,12.633687
1810,13.132015
1811,13.111418
1812,11.244764
1813,14.284764
1814,12.493078
1815,12.684137
1816,12.269012
1817,13.143903
1818,11.506663
1819,11.645095
1820,11.815017
1821,11.237277
1822,10.922605
1823,10.943995
