,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
rich,0.04113294948024455,0.9733363069585271,1.592614044016441,0.0030958881519203073,0.6242486342944005,1.332571792805733,0.04113294948024455,1.210212649316328,1.5754880816062995,0.0030958881519203073,0.7718320933547652,1.3603382980189953,0.0011489645944332183,0.0,0.5998939287063907,0.0030958881519203073,0.0,0.5262642119878981,0.0011489645944332183,0.23771446957720763,0.6874482686507908,0.0030958881519203073,0.25878909397181915,0.5985382025290501
mid,0.7831529923142886,1.1864924316550827,1.9408515315926917,0.47156379502644946,1.419731913941813,1.9703808271875767,0.7831529923142886,1.278924890840355,1.8369167899284577,0.47156379502644946,1.6008440318067596,1.7462317768336775,0.34741475164344515,0.34386459692521343,0.7002885241688063,0.24835952807070696,0.4308813592077166,0.7248505752329618,0.34741475164344515,0.46890652681648487,0.8227452067136365,0.24835952807070696,0.6135704117097929,0.7559066593886645
poor,3.6646189624850565,5.463621493197234,7.383082930137205,2.9659983513733454,5.503755454944195,8.25500630104846,3.6646189624850565,5.681606540329061,7.141846702611117,2.9659983513733454,6.375992338852006,8.001688805507591,2.7999093840480658,4.289878889741908,5.9924017191043815,2.3154128120109783,4.416377659958806,5.9349032115519895,2.7999093840480658,4.720414963736855,5.818019380802484,2.3154128120109783,5.066360911741438,6.053269133363557
rich,4.881932786075837,5.145319098338863,5.824900388507318,4.490072950740365,5.040946639870227,6.0989267470984805,4.881932786075837,5.161731755824583,5.881637684416816,4.490072950740365,5.114907417284269,6.155879803891319,4.900381906143538,5.142236931927486,5.803320369822304,4.499044289628761,5.014956955847498,6.024953220268681,4.900381906143538,5.154019059088081,5.849188830590048,4.499044289628761,5.114770006914433,6.128044287787178
mid,4.7805267165004555,5.286979695098257,6.497549436741991,4.646155510651842,5.092654552291351,5.9964202217877425,4.7805267165004555,5.357861020918591,6.598464603347031,4.646155510651842,5.13069546784679,6.099188122987115,4.7691458483323705,5.260731180374512,6.33927450059799,4.634939255454771,5.072834551487442,5.911696741836682,4.7691458483323705,5.299954096880361,6.457904987767452,4.634939255454771,5.105089633123603,6.007005246456367
poor,4.910909471089856,5.39420553874264,6.302178512384961,5.1557337085814,5.01179266697032,5.932153821426595,4.910909471089856,5.480782915666325,6.290507184570887,5.1557337085814,5.081973926455338,6.017663312912634,4.902021920182127,5.354480090389398,6.274464293685988,5.137466694587183,5.002755003056695,5.8882263639115635,4.902021920182127,5.434634827829669,6.278328883224328,5.137466694587183,5.039256391024504,5.958230537119916
