,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
piped_rich,127.67372989954868,41.102711860548695,21.437670225049473,147.7942220916401,52.36319353479666,27.269641551254,127.67372989954868,31.77671576557296,20.05047884469597,147.7942220916401,40.19686177852798,26.56321447710126,154.80399040475768,74.99033477549303,47.08261416750955,174.4096562997453,93.7852185450107,59.595902930763835,154.80399040475768,59.306436677492904,43.43855132871324,174.4096562997453,74.68187466646786,55.70751555842759
piped_mid,76.44530931206684,22.502390838361137,13.053199308322741,94.5103494455185,27.730525262841837,16.008839498418727,76.44530931206684,18.0365204416813,12.276892251144934,94.5103494455185,22.36041187843976,15.462492954580298,90.37435592556919,38.06769047699816,26.57531693510766,110.44822572537528,45.7035933848548,32.50585243812442,90.37435592556919,30.279853004748094,24.038589324217828,110.44822572537528,36.69774036174532,29.678802714645368
piped_poor,38.8580726948554,12.883040981749026,8.557324412056046,43.46910113961399,15.695965097010045,10.201895364675048,38.8580726948554,10.821967775111323,8.179172318499196,43.46910113961399,13.306260981785629,9.891050096228506,44.646831361493675,20.054677901061044,16.12189857076638,49.39042390176241,23.743138878234806,19.033280040666956,44.646831361493675,15.894427450814689,14.375151046506195,49.39042390176241,19.087769866224907,17.20457457821027
well_rich,18.20686500375194,51.20043902914048,26.199991509243734,5.886364281862661,50.5367449152295,28.160564032284512,18.20686500375194,54.54319610938028,23.78888300785286,5.886364281862661,56.98499319385021,30.29010726584988,18.1743736770554,50.92321988858708,28.284935696970404,4.900543014774987,49.61580576227658,30.596356012835297,18.1743736770554,55.43503175457361,24.734333508091606,4.900543014774987,58.50462498197936,31.45279496415728
well_mid,27.260739102905166,36.83448763348905,27.018739343320448,17.76616556469236,39.14093238797269,29.504125578596668,27.260739102905166,38.002746298038225,27.12670724329651,17.76616556469236,41.008813733795456,30.352571202408978,26.358644143215216,37.04808478669255,27.76403368535257,15.418297776560744,39.47873674225132,30.278230972927616,26.358644143215216,38.52628364229848,28.043991097415812,15.418297776560744,41.843997955808824,31.21169803960881
well_poor,9.664638209211091,15.437671006324178,13.068921119264248,8.254595990567292,14.799241037691402,12.802694006575088,9.664638209211091,15.885320117885078,13.958694419043432,8.254595990567292,15.291076717258145,13.320433243906082,8.409567246709209,14.990229497311942,12.645833343308006,6.581017148894322,14.168333607433432,12.256258144218114,8.409567246709209,15.678111140166498,13.787259161975006,6.581017148894322,15.345143668718805,13.183490920560537
tanker_rich,3.2646235634613743,20.589024630798704,25.775057231520748,3.0590215105869007,11.6543304730618,17.89572251032245,3.2646235634613743,25.133341318664918,29.189079160269973,3.0590215105869007,14.105255779832413,23.968995254548684,3.6942756025831787,19.659508524832003,25.341074723314396,2.664195801899897,11.275058061172652,16.910944007521792,3.6942756025831787,24.299738828845175,30.97720692638345,2.664195801899897,13.325211254719205,23.788995956993038
tanker_mid,11.210065111352511,34.9124062729011,36.71842527917083,10.594356843513939,26.149526261238062,29.79130540802771,11.210065111352511,37.18465906517044,37.57137277529868,10.594356843513939,27.86655283689485,31.905013452623407,11.326926462794985,33.10583835799674,34.974423508248044,9.19345348528767,24.97505563329683,27.852920082586134,11.326926462794985,36.158287786768845,37.12709085101897,9.19345348528767,27.38872427193033,30.344763489780686
tanker_poor,3.454840601244942,8.131729126361627,6.79241628166561,2.5200574954990564,7.1802998073306314,6.623568832619228,3.454840601244942,8.397860837121698,6.581741453683013,2.5200574954990564,7.42521989721553,6.774262604905812,3.0513115551864662,7.561796332136196,6.334333688307674,1.9994168888806108,7.128726405446357,6.228435824384853,3.0513115551864662,8.185583399868035,6.342524804057348,1.9994168888806108,7.811889838340284,6.3402439047401735
tanker_rich,149.14521846676197,112.89217552048787,73.41271896581395,156.73960788408968,114.55426892308795,73.32592809386098,149.14521846676197,111.45325319361814,73.02844101281879,156.73960788408968,111.28711075221061,80.82231699749981,176.67263968439624,145.5730631889121,100.70862458779435,181.97439511642014,154.67608236845993,107.10320295112093,176.67263968439624,139.04120726091168,99.15009176318829,181.97439511642014,146.5117109031664,110.94930647957794
tanker_mid,114.91611352632452,94.24928474475128,76.79036393081402,122.8708718537248,93.0209839120526,75.30427048504312,114.91611352632452,93.22392580488997,76.97497226974012,122.8708718537248,91.23577844913005,77.72007760961269,128.0599265315794,108.22161362168747,89.31377412870826,135.0599769872237,110.15738576040297,90.63700349363818,128.0599265315794,104.96442443381544,89.20967127265261,135.0599769872237,105.93046258948446,91.23526424403485
tanker_poor,51.97755150531143,36.452441114434826,28.418661812985906,54.24375462568033,37.67550594203209,29.628158203869365,51.97755150531143,35.1051487301181,28.719608191225642,54.24375462568033,36.022557596259304,29.985745945040403,56.10771016338935,42.60670373050919,35.10206560238206,57.97085793953733,45.04019889111459,37.51797400926993,56.10771016338935,39.75812199084921,34.504935012538546,57.97085793953733,42.24480337328399,36.72830940351098
